"","ProjectProgramCode","StationCode","StationDescription","StationID","Latitude","Longitude"
"46",1,"SMC05230","Santa Ana River d/s Yorba Linda Blvd.",4219,"33.873083999999999","-117.75077400000001"
"47",1,"SMC03438","Carbon Canyon Creek d/s horse stables ",4220,"33.937083000000001","-117.792529"
"48",1,"SGLR01662","Coyote Creek @ Lambert Rd.",4221,"33.924802999999997","-117.956658"
"49",1,"SGUN01662","unlined protion oc coyote creek d/s Lambert Rd.",4225,NA,NA
"50",1,"SMC09118","Collins Channel @ Katella",4344,"33.808765999999999","-117.86259"
"51",1,"SMC13214","Collins Channel @ Santa Ana River",4345,"33.804532999999999","-117.872423"
"52",1,"SMC13187","F05 @ Lake Dr",4350,"33.678080000000001","-117.802457"
"53",1,"SMC14211","F05 u/s of confluence with F06",4351,"33.689404000000003","-117.821746"
"54",1,"SMC14099","F23 @ Mill Creek Rd",4352,"33.627729000000002","-117.735584"
"55",1,"SMC09091",NA,4353,"33.713352","-117.79574700000001"
"56",1,"SGLR02302","Carbon Creek u/s Moody Dr.",4366,"33.815305000000002","-118.041286"
"57",1,"SGLR02494","Coyote Creek d/s Imperial Hwy ",4503,"33.913209999999999","-117.97398"
"58",1,"SGLR02718","Fullerton Creek @ Yorba Linda Blvd",4522,"33.88937","-117.88772"
"59",1,"801M12600",NA,4744,"33.899002000000003","-117.76128799999999"
"60",1,"801M12611",NA,4745,"33.804369999999999","-117.868191"
"61",1,"801M12625",NA,4746,"33.695002000000002","-117.934713"
"62",1,"801M12641",NA,4747,"33.694403999999999","-117.882694"
"63",1,"801M12617",NA,4761,"33.655107999999998","-117.74364"
"64",1,"Test",NA,4562,"33.826335","-117.85268600000001"
"65",1,"TripBlank","QA Sample - Trip Blank",2187,NA,NA
"66",1,"EquipBlank","QA Sample - Equipment Blank",2188,NA,NA
"67",1,"Synthetic","QA Sample - Synthetic",2189,NA,NA
"68",2,"UNBJAM","Upper Newport Bay - Unit I Basin",19,"33.648690000000002","-117.87578999999999"
"69",2,"UNBSDC","Upper Newport Bay - Unit II Basin",20,"33.64134","-117.88849999999999"
"70",2,"UNBNSB","Upper Newport Bay at Northstar Beach",21,"33.624409999999997","-117.89275000000001"
"71",2,"UNBCHB","Upper Newport Bay at Coast Highway",22,"33.616909999999997","-117.90516"
"72",2,"LNBHIR","Lower Newport Bay at Harbor Island Reach",23,"33.608220000000003","-117.90446"
"73",2,"LNBRIN","Lower Newport Bay at Rhine Channel",24,"33.611600000000003","-117.92747"
"74",2,"LNBTUB","Lower Newport Bay at TUB",25,"33.61835","-117.92563"
"75",2,"HUNSUN","Huntington Harbor at Sunset Marina",26,"33.730620000000002","-118.08123999999999"
"76",2,"HUNBCC","Huntington Harbour d/s of Bolsa Chica Ch.",27,"33.728090000000002","-118.07210000000001"
"77",2,"HUNCRB","Huntington Harbour in Christiana Bay",28,"33.722149999999999","-118.05721"
"78",2,"HUNWAR","Huntington Harbour at Warner Avenue",29,"33.712699999999998","-118.06037999999999"
"79",2,"TGDC05","Bolsa Bay d/s E. Garden Grove Wintersburg Ch.",30,"33.703429999999997","-118.0528"
"80",2,"BBOLR","Bolsa Bay at observation pier",31,"33.695720000000001","-118.0462"
"81",2,"TBTMAR","Talbert Marsh",32,"33.636670000000002","-117.9633"
"82",2,"UNBBCW","Upper Newport Bay at Big Canyon Wash",33,NA,NA
"83",2,"LNBSBI","Lower Newport Bay Southeast of Balboa Island",34,NA,NA
"84",2,"MTPC05","Muted tide pocket u/s of TGDC05 in Bolsa Bay",1455,NA,NA
"85",2,"TripBlank","QA Sample - Trip Blank",35,NA,NA
"86",2,"EquipBlank","QA Sample - Equipment Blank",36,NA,NA
"87",2,"Synthetic","QA Sample - Synthetic",37,NA,NA
"88",3,"HINF25u","Central Irvine Channel u/s of Irvine Blvd",38,"33.703090000000003","-117.74393999999999"
"89",3,"HINF25d","Central Irvine Channel d/s of Jeffrey Road at median",39,"33.703029999999998","-117.74393999999999"
"90",3,"TABF09","Barranca Channel at Von Karman d/s of MCAS Tustin",40,"33.698340000000002","-117.83255"
"91",3,"TABF09u","Barranca Channel at Redhill Ave u/s of MCAS Tustin",536,NA,NA
"92",3,"SASF10","Santa Fe Channel at Edinger d/s of MCAS Tustin",41,"33.704610000000002","-117.80677"
"93",3,"SASF10u","Santa Ana-Santa Fe Channel u/s Edinger Pkwy at MCAS Tustin",867,"33.719594000000001","-117.82214"
"94",3,"SJQF14u","San Joaquin Channel u/s of Quail Hill Development",42,"33.644109999999998","-117.76549"
"95",3,"SJQF14d","San Joaquin Channel d/s of Quail Hill Development",43,"33.65842","-117.78060000000001"
"96",3,"BORF20","Borrego Channel u/s of Irvine Blvd. (control site)",44,"33.664050000000003","-117.70591"
"97",3,"SCIL1E08","Santiago Creek d/s Irvine Lake",45,"33.775129999999997","-117.69556"
"98",3,"SCIL2E08","Santiago Creek u/s Irvine Lake",46,"33.74765","-117.67578"
"99",3,"HIN",NA,1179,NA,NA
"100",3,"TripBlank","QA Sample - Trip Blank",47,NA,NA
"101",3,"EquipBlank","QA Sample - Equipment Blank",48,NA,NA
"102",3,"Synthetic","QA Sample - Synthetic",49,NA,NA
"103",4,"CMCG02","Costa Mesa Channel at Highland",50,"33.62556","-117.90306"
"104",4,"SADF01","Santa Ana Delhi Channel u/s Irvine Avenue",51,"33.660550000000001","-117.88028"
"105",4,"SDMF05","San Diego Creek at Campus Drive",52,"33.655549999999998","-117.84556000000001"
"106",4,"WYLSED","San Diego Creek at Harvard Avenue",53,"33.686390000000003","-117.81639"
"107",4,"BARSED","Peters Canyon Wash at Barranca Parkway",54,"33.691670000000002","-117.82304999999999"
"108",4,"CICF25","Central Irvine Channel at I-5",55,"33.716389999999997","-117.791"
"109",4,"HCWF27","Hicks Canyon Wash u/s confluence of F06",56,"33.7288","-117.77554000000001"
"110",4,"SICG03","Santa Isabella Channel d/s Irvine Ave",812,"33.647779999999997","-117.89171"
"111",4,"BCC02","Bolsa Chica Channel at Westminster",57,"33.759419999999999","-118.04289"
"112",4,"EGWC05","East Garden Grove Wintersburg Channel at Gothard",58,"33.717483000000001","-117.99932800000001"
"113",4,"ABCC03","Anaheim Barbor City Channel at Naval Railroad",59,"33.754689999999997","-118.03567"
"114",4,"WMCC04","Westminster Channel u/s Beach Blvd",60,"33.752020000000002","-117.98926"
"115",4,"CCBA01","Coyote Creek d/s Artesia Blvd.",61,"33.871881000000002","-118.02161599999999"
"116",4,"FULA03","Fullerton Creek at Highland Ave",62,"33.862969","-117.93266199999999"
"117",4,"CARB01","Carbon Creek at Bloomfield",63,"33.814999999999998","-118.06359999999999"
"118",4,"LANF08","Lane Channel",64,"33.677779999999998","-117.84389"
"119",4,"MIRF07","El Modina Irvine",65,"33.719720000000002","-117.79889"
"120",4,"ACWF18","Agua Chinon",66,"33.65166","-117.75278"
"121",4,"BCF04","Bonita Canyon",67,"33.639719999999997","-117.85805999999999"
"122",4,"TBTD02","Talbert Channel at Brookhurst",68,"33.636670000000002","-117.9633"
"123",4,"PCWF06","Peter's Canyon Wash d/s of CICF25",1287,NA,NA
"124",4,"UGWC05","Upper East Garden Grove Wintersburg Channel",1440,"33.786123000000003","-117.90227299999999"
"125",4,"EGHC05","Downstream of haster basin",1441,NA,NA
"126",4,"FCVA03","Fullerton Creek d/s Valley View Rd.",1462,"33.864024000000001","-118.029436"
"127",4,"BREA02","Brea Creek at Rostrata Ave, Buena Park",2325,"33.878020999999997","-118.005334"
"128",4,"CCSBA01","Coyote Creek at South Beach Blvd, La Habra",2326,"33.919280999999998","-117.96618100000001"
"129",4,"Disk 1",NA,4440,NA,NA
"130",4,"Disk 2",NA,4441,NA,NA
"131",4,"Disk 3",NA,4442,NA,NA
"132",4,"TripBlank","QA Sample - Trip Blank",70,NA,NA
"133",4,"EquipBlank","QA Sample - Equipment Blank",71,NA,NA
"134",4,"Synthetic","QA Sample - Synthetic",72,NA,NA
"135",5,"HB1u","PCH and Goldenwest Street",73,NA,NA
"136",5,"HB1",NA,74,"33.667999999999999","-118.01782"
"137",5,"HB1d",NA,75,NA,NA
"138",5,"HB2u","PCH and 22nd Street",76,NA,NA
"139",5,"HB2",NA,77,"33.667369999999998","-118.01690000000001"
"140",5,"HB2d",NA,78,NA,NA
"141",5,"HB3u","PCH and 20th Street Pipe1",79,NA,NA
"142",5,"HB3",NA,80,"33.662100000000002","-118.01526"
"143",5,"HB3d",NA,81,NA,NA
"144",5,"HB4u","PCH and 13th Street",82,NA,NA
"145",5,"HB4",NA,83,"33.662219999999998","-118.00971"
"146",5,"HB4d",NA,84,NA,NA
"147",5,"HB5u","PCH and 6th Street",85,NA,NA
"148",5,"HB5",NA,86,"33.657470000000004","-118.00481000000001"
"149",5,"HB5d",NA,87,NA,NA
"150",5,"BGCu","Buck Gulley Creek",88,NA,NA
"151",5,"BGC",NA,89,"33.589959999999998","-117.86834"
"152",5,"BGCd",NA,90,NA,NA
"153",5,"PPCu","Pelican Point Creek",91,NA,NA
"154",5,"PPC",NA,92,"33.583364000000003","-117.859105"
"155",5,"PPCd",NA,93,NA,NA
"156",5,"WFCu","Water Fall Creek",94,NA,NA
"157",5,"WFC",NA,95,"33.581670000000003","-117.85556"
"158",5,"WFCd",NA,96,NA,NA
"159",5,"MDCu","Muddy Creek",97,NA,NA
"160",5,"MDC",NA,98,"33.564439999999998","-117.82810000000001"
"161",5,"MDCd",NA,99,NA,NA
"162",5,"CMCG02","East Costa Mesa Channel",100,"33.62556","-117.90306"
"163",5,"SDMF05","San Diego Creek at Campus Dr.",101,"33.655549999999998","-117.84556000000001"
"164",5,"SADF01","Santa Ana Delhi Channel at Irvine Ave.",102,"33.660550000000001","-117.88028"
"165",5,"BCC02","Bolsa Chica Channel at Westminster",103,"33.759419999999999","-118.04289"
"166",5,"SUNC07","Sunset Channel at Saybrook and Heil",104,"33.722673","-118.052183"
"167",5,"EGWC05","East Garden Grove Channel at Gothard Ave.",105,"33.717483000000001","-117.99932800000001"
"168",5,"NorthBeach","Duplicate",106,NA,NA
"169",5,"QC A","Quality Control Sample A",107,NA,NA
"170",5,"QC B","Quality Control Sample B",108,NA,NA
"171",5,"SDC@JAM","San Diego Cr. @ Jamboree",2195,NA,NA
"172",5,"TBOD02","Talbert Channel at PCH",2329,"33.632075999999998","-117.961364"
"173",5,"HB5b","sample at CDS unit",4173,NA,NA
"174",5,"HB5c","sample u/s of CDS unit",4174,NA,NA
"175",5,"TripBlank","QA sample - Trip Blank",109,NA,NA
"176",5,"EquipBlank","QA Sample - Equipment Blank",110,NA,NA
"177",5,"Synthetic","QA Sample - Synthetic",111,NA,NA
"178",6,"ANACHANT@BRB","Anaheim",4485,"33.816630000000004","-117.87201"
"179",6,"ANACIT@B01","Anaheim",2077,"33.846989999999998","-117.92926"
"180",6,"ANAE02@LAPAL","Anaheim",2280,"33.851219999999998","-117.85608000000001"
"181",6,"ANAE12@ E01","Anaheim",2078,"33.788890000000002","-117.88222"
"182",6,"ANAHGC03","Anaheim",2079,"33.817720000000001","-117.93249"
"183",6,"ANAWASD@CRB","Anaheim",4486,"33.83981","-117.95038"
"184",6,"BPARA01","Buena Park",2080,"33.871859999999998","-118.02065"
"185",6,"BPDSA01","Buena Park",2081,"33.881390000000003","-117.99997999999999"
"186",6,"BRRC@I-90","Brea",2082,"33.911490000000001","-117.88982"
"187",6,"CM15NB","Costa Mesa",2083,"33.62941","-117.9259"
"188",6,"CMFWD03INLET","Costa Mesa",4339,"33.666069999999998","-117.93948"
"189",6,"CMFWPONDC","Costa Mesa",4340,"33.667859999999997","-117.94047"
"190",6,"CMFWPONDE","Costa Mesa",4341,"33.666260000000001","-117.9422"
"191",6,"COC01S01@MT","County of Orange",2281,"33.789772999999997","-118.077293"
"192",6,"COC01S03","County of Orange",2151,"33.782890000000002","-118.07644999999999"
"193",6,"COF07ESP@CRN","County of Orange",2282,NA,NA
"194",6,"COF07S01","County of Orange",2084,"33.751199999999997","-117.80347"
"195",6,"COF13@FH","County of Orange",2085,"33.767090000000003","-117.79553"
"196",6,"COSACC@F01","Santa Ana",2086,"33.66525","-117.88273"
"197",6,"CYPB00P01","Cypress",2087,"33.833190000000002","-118.06167000000001"
"198",6,"CYPB0178@VL","Cypress",4342,"33.818570000000001","-118.05898000000001"
"199",6,"CYPB01PS1","Cypress",2088,"33.815060000000003","-118.04357"
"200",6,"CYPB01PS2","Cypress",2089,"33.814889999999998","-118.05082"
"201",6,"CYPB01PS3","Cypress",2090,"33.811920000000001","-117.85923"
"202",6,"CYPB01S01","Cypress",2091,"33.817860000000003","-118.05656"
"203",6,"CYPSTANT@VV","Cypress",3081,"33.799370000000003","-118.02802"
"204",6,"FULA0272@AH","Fullerton",4488,"33.87724","-117.96369"
"205",6,"FULA03S05","Fullerton",2092,"33.864849999999997","-117.9113"
"206",6,"FULB01@SCO","Fullerton",2093,"33.858020000000003","-117.8897"
"207",6,"FVES@D05","Fountain Valley",2094,"33.703609999999998","-117.93722"
"208",6,"GGABCRCB@EUC","Anaheim",4487,"33.797890000000002","-117.94165"
"209",6,"GGBEL@VV","GardenGrove",2095,"33.78492","-118.02901"
"210",6,"GGC02VVC@SP","GardenGrove",2096,"33.774619999999999","-118.02028"
"211",6,"GGC04@EUC","GardenGrove",2097,"33.766509999999997","-117.93857"
"212",6,"GGC04@MAL","GardenGrove",2098,"33.76567","-117.94288"
"213",6,"GGC05@TR","GardenGrove",2099,"33.7667","-117.91489"
"214",6,"GGHKWC02S01","GardenGrove",2100,"33.799166999999997","-118.005"
"215",6,"GGKHC02S01","GardenGrove",2101,"33.857770000000002","-117.88943999999999"
"216",6,"GGKNOTT@BEL","GardenGrove",2102,"33.784439999999996","-118.01139000000001"
"217",6,"GGSHAN84@CHP","Garden Grove",4343,"33.788699999999999","-117.96513"
"218",6,"HBC04@BOLAVE","Huntington Beach",2283,"33.730150000000002","-118.04134000000001"
"219",6,"HBC04@BOLCHI","Huntington Beach",2284,"33.744050000000001","-118.02184"
"220",6,"HBC05S04@BRG","Huntington Beach",2103,"33.708460000000002","-118.03309"
"221",6,"HBMC@C05","Huntington Beach",2104,"33.717599999999997","-118.00265"
"222",6,"HBMC@HEIL","Huntington Beach",4349,"33.722470000000001","-118.00245"
"223",6,"IRVF05P07","Irvine",2105,"33.636389999999999","-117.72499999999999"
"224",6,"IRVF05TBN1","Irvine",2106,"33.687809999999999","-117.8265"
"225",6,"IRVF05TBN2","Irvine",2107,"33.688549999999999","-117.81935"
"226",6,"*IRVF06@CC","Irvine",2108,NA,NA
"227",6,"IRVF06P06","Irvine",2109,"33.691780000000001","-117.82307"
"228",6,"IRVF06S03","Irvine",2110,"33.699019999999997","-117.79262"
"229",6,"IRVF08P01","Irvine",2111,"33.680280000000003","-117.85028"
"230",6,"IRVF08RCP36","Irvine",2285,"33.681432999999998","-117.85258899999999"
"231",6,"IRVF09P03","Irvine",2112,"33.688099999999999","-117.84236"
"232",6,"IRVF20@ETGCC","Irvine",2113,"33.657110000000003","-117.72183"
"233",6,"IRVMPF15P11","Irvine",2286,"33.653449999999999","-117.83394"
"234",6,"LAFPS@A01","Los Alamitos",2114,"33.815559999999998","-118.06944"
"235",6,"LFDIM@LFD","Lake Forest",2115,"33.664169999999999","-117.66901"
"236",6,"LFF19P07@RP","Lake Forest",2116,"33.670879999999997","-117.6647"
"237",6,"LFF19S02@PB","Lake Forest",2117,"33.660989999999998","-117.67707"
"238",6,"LGHF23@MP","Laguna Hills",2118,"33.62706","-117.7323"
"239",6,"LGHF23@SV","Laguna Hills",2119,"33.628320000000002","-117.74026000000001"
"240",6,"LGHF23S02","Laguna Hills",2120,"33.621299999999998","-117.7247"
"241",6,"LHA01P10","La Habra",2121,"33.923259999999999","-117.94386"
"242",6,"LHA0760DSEUC","La Habra",4489,"33.917119999999997","-117.94932"
"243",6,"LHA07XXX","La Habra",2122,"33.917180000000002","-117.95180999999999"
"244",6,"LPB02P04","La Palma",2123,"33.845829999999999","-118.03139"
"245",6,"LWF23P07@SM","Laguna Woods",2124,"33.617870000000003","-117.73393"
"246",6,"LWF23P09XXX","Laguna Woods",2125,"33.620840000000001","-117.72383000000001"
"247",6,"LWMPET2","Laguna Woods",2126,NA,NA
"248",6,"NBBCW@JAM","Newport Beach",2127,"33.628700000000002","-117.87595"
"249",6,"NBG02P01","Newport Beach",2128,"33.633659999999999","-117.90261"
"250",6,"NBG02P02","Newport Beach",2129,"33.62576","-117.90298"
"251",6,"ORG48RCP@GLS","Orange",4490,"33.831449999999997","-117.85374"
"252",6,"ORGBGE07S03","Orange",2131,"33.819130000000001","-117.85473"
"253",6,"ORGE0154@KME","Orange",4491,"33.809959999999997","-117.87215999999999"
"254",6,"ORGE07PXX","Orange",2130,"33.811920000000001","-117.85924"
"255",6,"ORGE07S03@GL","Orange",3062,"33.819380000000002","-117.85354"
"256",6,"ORGE11@OGW","Orange",2132,"33.797750000000001","-117.87035"
"257",6,"ORGKAT@E07","Orange",2133,"33.808799999999998","-117.86234"
"258",6,"PLSE03S01@MJ","Placentia",2134,"33.868360000000003","-117.85039999999999"
"259",6,"SAE01@17TH","Santa Ana",4186,"33.760089999999998","-117.8999"
"260",6,"SAF01@FLR&RR","Santa Ana",4335,"33.707369999999997","-117.87656"
"261",6,"SAF08@DYR&55","Santa Ana",4187,"33.706650000000003","-117.85476"
"262",6,"SAF10@GRAND","Santa Ana",4492,"33.738909999999997","-117.8501"
"263",6,"SB1EA@C01","Seal Beach",2135,"33.748699999999999","-118.10997999999999"
"264",6,"SBLOSAL54@CB","Seal Beach",4493,"33.763680000000001","-118.09206"
"265",6,"SBMD@C01","Seal Beach",2136,"33.746270000000003","-118.11279399999999"
"266",6,"STBB@PAC","Stanton",2137,"33.807049999999997","-117.9954"
"267",6,"STSTAN42DSW","Stanton",4494,"33.798999999999999","-118.00516"
"268",6,"TTF07@TMP","Tustin",2138,"33.723590000000002","-117.79768"
"269",6,"TTF07P01","Tustin",2139,"33.746670000000002","-117.81332999999999"
"270",6,"TTF07P04","Tustin",2140,"33.744700000000002","-117.80407"
"271",6,"TTF10P01","Tustin",2141,"33.721944000000001","-117.826111"
"272",6,"TTF12@VANLN","Tustin",2287,"33.758474999999997","-117.82444599999999"
"273",6,"VPRCP@CYNCIR","Tustin",2142,"33.825000000000003","-117.80334000000001"
"274",6,"WM1XXX","Westminster",2143,NA,NA
"275",6,"WMBA@C02","Westminster",2144,"33.758890000000001","-118.0425"
"276",6,"WMC03HEFRCP","Westminster",2145,"33.765619999999998","-118.02011"
"277",6,"WMC04PASD","Westminster",2146,"33.751950000000001","-117.99405"
"278",6,"WMC05S01@WA","Westminster",2147,"33.743609999999997","-117.98062"
"279",6,"YLE01@VLDYE","Yorba Linda",2148,"33.871510000000001","-117.72113"
"280",6,"YLE01MIROUT","Yorba Linda",2149,"33.875610000000002","-117.74571"
"281",6,"YLE06S01@ANT","Yorba Linda",4443,"33.881869999999999","-117.75669000000001"
"282",6,"BPA02RCPDSW","Buena Park",4755,"33.877969999999998","-118.00287"
"283",6,"BPA03RCBDSW","Buena Park",4757,"33.861919999999998","-118.00808000000001"
"284",6,"CMF03@PINCRK","Costa Mesa",4758,"33.677779999999998","-117.91424000000001"
"285",6,"CYPP42@DLONG","Cypress",4759,"33.835529999999999","-118.04129"
"286",6,"WMC05P72@MAG","Westminster",4760,"33.730530000000002","-117.97196"
"287",6,"QC A","Quality Control Sample A",2152,NA,NA
"288",6,"QC B","Quality Control Sample B",2153,NA,NA
"289",6,"Synthetic","QA Sample - Synthetic",2154,NA,NA
"290",6,"TripBlank","QA Sample - Trip Blank",2155,NA,NA
"291",6,"EquipBlank","QA Sample - Equipment Blank",2156,NA,NA
"292",7,"J01P08u","Aliso Creek 25 ft u/s J01P08",173,"33.6781248486","-117.62332205200001"
"293",7,"J01P08","J01P08 at outfall",174,"33.678044848500001","-117.623512052"
"294",7,"J01P08DIS","J01P08 at dissapator",175,"33.678030999999997","-117.623537"
"295",7,"J01P08d","Aliso Creek 25 ft d/s J01P08",176,"33.677924848499998","-117.623392052"
"296",7,"J01TBN8u","Aliso Creek 25 ft u/s J01TBN8",177,"33.660134748499999","-117.65337891"
"297",7,"J01TBN8","J01TBN8 at outfall",178,"33.660018146299997","-117.653411045"
"298",7,"J01TBN8d","Aliso Creek 25 ft d/s J01TBN8",179,"33.660091147199999","-117.653517214"
"299",7,"J01P06u","Aliso Creek 25 ft u/s J01P06",180,"33.659709764799999","-117.655237153"
"300",7,"J01P06","J01P06 at outfall SE of Rocky Rd. & El Toro Rd.",181,"33.663412508299999","-117.65426032800001"
"301",7,"J01P06d","Aliso Creek 25 ft d/s J01P06",182,"33.659675852500001","-117.65539335699999"
"302",7,"J01TBN2u","Aliso Creek 25 ft u/s J01TBN2",183,"33.654533680100002","-117.65974885999999"
"303",7,"J01TBN2","J01TBN2 at outfall",184,"33.654453301799997","-117.65969696099999"
"304",7,"J01TBN2d","Aliso Creek 25 ft d/s J01TBN2",185,"33.654414031800002","-117.65978400500001"
"305",7,"J07P02","J07P02 at outfall",186,"33.6463964199","-117.65586438"
"306",7,"J07P02d","English Cyn. Creek 25 d/s of J07P02 outfall",187,"33.646184843100002","-117.65593205499999"
"307",7,"J07P01u","English Cyn. Creek 25 u/s of J07P01",188,"33.636151665","-117.66227058299999"
"308",7,"J07P01","J07P01 at outfall",189,"33.636088702899997","-117.662252135"
"309",7,"J07P01d","English Cyn. Creek 25 d/s of J07P01",190,"33.636029875399998","-117.662297658"
"310",7,"J01P01u","Aliso Creek 25 ft u/s J01P01",191,"33.633278472199997","-117.676833329"
"311",7,"J01P01","J01P01 at outfall underneath Trabuco Rd. bridge",192,"33.633278900000001","-117.67692559300001"
"312",7,"J01P01d","Aliso Creek 25 ft d/s J01P01",193,"33.633178061899997","-117.676918621"
"313",7,"J01TBN3u","Aliso Creek 25 ft u/s J01TBN3",194,"33.632825347199997","-117.676959545"
"314",7,"J01TBN3","J01TBN3 at outfall",195,"33.632756089899999","-117.67692159800001"
"315",7,"J01TBN3d","Aliso Creek 25 ft d/s J01TBN3",196,"33.632700873899999","-117.677002071"
"316",7,"J01P32u","Aliso Creek 25 ft u/s J01P32",197,"33.622866762400001","-117.68929955900001"
"317",7,"J01P32d","Aliso Creek 25 ft d/s J01P32",198,"33.622787437100001","-117.689419763"
"318",7,"J01P05u","Aliso Creek 25 ft u/s J01P05",199,"33.617187621699998","-117.69359717"
"319",7,"J01P05","J01P05 at outfall",200,"33.617161750900003","-117.693664979"
"320",7,"J01P05d","Aliso Creek 25 ft d/s J01P05",201,"33.617083639699999","-117.693687466"
"321",7,"J01P03u","Aliso Creek 25 ft u/s J01P03",202,"33.610623474800001","-117.692874089"
"322",7,"J01P03","J01P03 at outfall",203,"33.610594348100001","-117.692768292"
"323",7,"J01P03d","Aliso Creek 25 ft d/s J01P03",204,"33.610492518999997","-117.6928532"
"324",7,"J01P04u","Aliso Creek 25 ft u/s J01P04",205,"33.609410134900003","-117.692920536"
"325",7,"J01P04","J01P04 at outfall",206,"33.6093404983","-117.69288756100001"
"326",7,"J01P04d","Aliso Creek 25 ft d/s J01P04",207,"33.609284259699997","-117.692975027"
